gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,services_count,has_internet,avg_charge_per_month
Female,0,No,No,17,No,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,79.44,1350.48,mid,0,0,79.44
Female,0,Yes,Yes,9,No,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,23.8,214.2,new,2,1,23.799999999999997
Female,0,Yes,No,52,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.85,4984.2,loyal,2,1,95.85
Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,100.87,1109.57,new,2,1,100.86999999999999
Female,0,Yes,No,61,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),110.74,6755.14,loyal,2,0,110.74000000000001
Female,0,No,No,54,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,103.91,5611.14,loyal,1,1,103.91000000000001
Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.89,3103.93,loyal,1,1,83.89
Male,0,Yes,No,47,No,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),54.81,2576.07,loyal,2,1,54.81
Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.95,4449.95,loyal,4,1,72.95
Male,0,Yes,No,17,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,67.44,1146.48,mid,2,0,67.44
Male,0,Yes,Yes,26,No,Yes,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,64.77,1684.02,mid,2,0,64.77
Female,1,Yes,No,39,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),48.54,1893.06,loyal,3,1,48.54
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),86.82,347.28,new,1,1,86.82
Male,0,No,Yes,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,99.4,6958.0,loyal,5,1,99.4
Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,72.26,2601.36,mid,3,1,72.26
Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.46,3674.22,loyal,2,1,64.46
Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,106.42,4256.8,loyal,3,1,106.42
Female,1,No,No,40,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.42,776.8,loyal,4,1,19.419999999999998
Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,No,Electronic check,20.23,910.35,loyal,0,0,20.23
Male,0,No,Yes,32,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.27,2024.64,mid,2,1,63.27
Male,0,Yes,No,26,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,55.42,1440.92,mid,1,1,55.42
Male,1,No,Yes,36,Yes,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,103.43,3723.48,mid,1,0,103.43
Male,0,No,No,49,No,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.1,1915.9,loyal,3,1,39.1
Male,0,No,No,37,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,109.08,4035.96,loyal,2,0,109.08
Male,0,No,Yes,41,No,No,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),29.21,1197.61,loyal,3,1,29.209999999999997
Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,68.52,685.2,new,2,1,68.52000000000001
Male,1,No,No,59,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,57.69,3403.71,loyal,3,1,57.69
Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.23,5005.35,loyal,1,1,111.23
Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.14,402.8,mid,1,1,20.14
Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,35.79,2004.24,loyal,2,1,35.79
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.44,1447.92,mid,2,0,80.44
Male,0,Yes,Yes,36,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,112.8,4060.8,mid,6,0,112.80000000000001
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.65,1137.65,loyal,1,1,18.650000000000002
Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.19,2155.45,loyal,1,1,39.19
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),65.03,2145.99,mid,1,1,65.02999999999999
Female,0,No,No,61,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,113.91,6948.51,loyal,2,1,113.91
Female,1,No,No,10,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,76.56,765.6,new,3,1,76.56
Female,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),75.76,4697.12,loyal,2,1,75.76
Female,0,Yes,No,14,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),108.12,1513.68,mid,3,1,108.12
Male,0,No,No,45,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,87.4,3933.0,loyal,3,1,87.4
Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.95,2869.55,mid,3,1,98.95
Female,0,Yes,No,2,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,58.32,116.64,new,1,1,58.32
Female,0,No,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.65,2448.6,loyal,4,1,55.65
Female,0,No,Yes,53,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,63.13,3345.89,loyal,2,0,63.129999999999995
Female,0,Yes,No,16,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,31.4,502.4,mid,3,0,31.4
Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Credit card (automatic),102.81,1953.39,mid,3,1,102.81
Female,0,Yes,Yes,52,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.7,3832.4,loyal,3,0,73.7
Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,113.98,6382.88,loyal,1,1,113.98
Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,35.41,1912.14,loyal,3,1,35.410000000000004
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,38.63,77.26,new,2,1,38.63
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.11,5958.82,loyal,4,1,96.11
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.18,720.12,mid,0,1,21.18
Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),54.26,1627.8,mid,0,1,54.26
Male,0,No,No,70,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.81,2506.7,loyal,2,1,35.809999999999995
Male,0,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.28,4655.28,loyal,0,0,91.28
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,18.43,645.05,mid,4,1,18.43
Male,0,No,No,57,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.32,3039.24,loyal,1,0,53.31999999999999
Female,0,Yes,No,42,No,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),29.0,1218.0,loyal,3,1,29.0
Male,0,Yes,No,46,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.26,3093.96,loyal,4,0,67.26
Male,0,No,Yes,30,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),53.92,1617.6,mid,1,0,53.919999999999995
Male,0,No,No,15,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.71,1315.65,mid,2,1,87.71000000000001
Male,1,Yes,No,48,No,No,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.38,930.24,loyal,2,0,19.38
Female,0,No,No,24,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,31.56,757.44,mid,1,1,31.560000000000002
Male,0,No,Yes,46,No,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,97.46,4483.16,loyal,3,1,97.46
Male,0,No,No,25,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,73.24,1831.0,mid,3,0,73.24
Male,0,Yes,No,0,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,115.41,0.0,new,1,1,0.0
Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,35.85,1505.7,loyal,1,1,35.85
Male,1,No,No,45,No,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),91.11,4099.95,loyal,2,1,91.11
Male,0,No,No,13,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),61.23,795.99,mid,2,1,61.230000000000004
Female,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,119.51,8485.21,loyal,1,0,119.50999999999999
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),101.33,3951.87,loyal,1,1,101.33
Male,0,No,No,60,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,112.76,6765.6,loyal,0,1,112.76
Male,0,No,No,30,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,26.67,800.1,mid,2,1,26.67
Female,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),60.06,3663.66,loyal,2,1,60.059999999999995
Female,0,No,No,7,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),44.49,311.43,new,1,0,44.49
Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),84.61,2369.08,mid,1,1,84.61
Male,0,No,Yes,33,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.53,1172.49,mid,3,1,35.53
Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Credit card (automatic),68.13,2316.42,mid,2,1,68.13
Female,0,Yes,Yes,2,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.48,80.96,new,2,0,40.48
Female,0,Yes,No,53,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.06,5197.18,loyal,2,0,98.06
Female,1,No,No,57,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),56.87,3241.59,loyal,2,1,56.870000000000005
Female,1,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.79,473.95,new,3,1,94.78999999999999
Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,37.29,969.54,mid,4,1,37.29
Male,0,Yes,No,15,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.48,697.2,mid,1,1,46.480000000000004
Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),46.62,2983.68,loyal,1,1,46.62
Male,0,No,No,17,No,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,19.74,335.58,mid,3,1,19.74
Female,0,No,No,40,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,78.63,3145.2,loyal,0,1,78.63
Female,1,No,Yes,35,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,47.28,1654.8,mid,0,1,47.28
Female,0,Yes,Yes,56,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),101.18,5666.08,loyal,6,0,101.17999999999999
Female,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),55.91,2012.76,mid,3,1,55.91
Male,0,Yes,No,31,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,103.15,3197.65,mid,1,0,103.15
Female,0,Yes,Yes,52,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,115.29,5995.08,loyal,1,0,115.28999999999999
Female,0,No,Yes,36,Yes,Yes,No,No,No,No,No,Yes,Yes,Two year,No,Electronic check,116.97,4210.92,mid,2,0,116.97
Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.53,4150.79,loyal,4,1,96.53
Female,0,Yes,No,55,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,79.16,4353.8,loyal,1,1,79.16
Male,1,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),88.4,5392.4,loyal,3,1,88.39999999999999
Female,1,Yes,Yes,51,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),82.72,4218.72,loyal,1,1,82.72
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.16,1769.76,mid,3,1,49.16
Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),20.95,377.1,mid,3,1,20.950000000000003
Female,0,Yes,No,48,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,33.39,1602.72,loyal,3,0,33.39
Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),41.62,2039.38,loyal,2,1,41.620000000000005
Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.32,1334.32,mid,3,1,51.32
Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,28.69,1950.92,loyal,1,1,28.69
Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),38.82,388.2,new,1,1,38.82
Female,0,No,No,2,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,102.86,205.72,new,2,1,102.86
Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),75.57,755.7,new,2,1,75.57000000000001
Male,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,No,Electronic check,108.98,2288.58,mid,1,1,108.97999999999999
Female,1,No,Yes,25,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),35.64,891.0,mid,1,1,35.64
Male,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,75.01,3075.41,loyal,2,1,75.00999999999999
Male,0,Yes,No,72,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.43,3270.96,loyal,1,1,45.43
Male,0,Yes,No,32,No,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,46.81,1497.92,mid,2,1,46.81
Male,0,No,No,25,Yes,No,No,Yes,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),92.95,2323.75,mid,2,0,92.95
Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),43.73,174.92,new,2,1,43.73
Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,54.31,2063.78,loyal,2,1,54.31
Male,0,Yes,No,10,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.34,513.4,new,3,1,51.339999999999996
Female,1,Yes,No,51,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,34.82,1775.82,loyal,2,0,34.82
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),38.26,38.26,new,2,1,38.26
Female,1,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.57,355.7,new,3,1,35.57
Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.75,1386.0,mid,2,1,57.75
Female,0,No,No,57,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,19.65,1120.05,loyal,2,0,19.65
Female,1,No,Yes,46,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,108.29,4981.34,loyal,1,0,108.29
Male,0,No,No,11,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),100.52,1105.72,new,1,0,100.52
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.37,1015.77,mid,1,1,48.37
Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,112.99,4406.61,loyal,0,1,112.99
Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,101.28,2633.28,mid,2,1,101.28
Female,0,No,No,16,No,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,73.5,1176.0,mid,1,1,73.5
Female,0,No,Yes,20,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.4,408.0,mid,2,1,20.4
Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,74.9,4718.7,loyal,2,1,74.89999999999999
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.13,1316.34,mid,1,1,73.13
Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,No,Mailed check,24.74,346.36,mid,2,1,24.740000000000002
Male,0,No,No,30,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.58,1697.4,mid,2,0,56.580000000000005
Female,0,No,No,37,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),96.46,3569.02,loyal,1,1,96.46
Female,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),61.26,1286.46,mid,0,1,61.260000000000005
Female,0,No,Yes,69,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,77.93,5377.17,loyal,1,1,77.93
Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,26.76,588.72,mid,3,1,26.76
Female,0,No,No,45,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.18,1223.1,loyal,5,0,27.18
Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),103.12,7424.64,loyal,3,1,103.12
Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,45.63,2737.8,loyal,3,1,45.63
Female,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.08,1827.76,mid,2,1,83.08
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.51,3472.32,mid,3,1,108.51
Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,49.09,3289.03,loyal,2,1,49.09
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),116.31,7560.15,loyal,1,1,116.30999999999999
Female,0,Yes,No,54,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.32,5795.28,loyal,4,1,107.32
Female,0,No,Yes,31,No,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,50.77,1573.87,mid,2,1,50.769999999999996
Male,1,Yes,No,36,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,77.31,2783.16,mid,3,1,77.31
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,90.34,722.72,new,2,1,90.34
Female,0,No,Yes,42,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,70.99,2981.58,loyal,0,1,70.99
Male,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,95.17,2759.93,mid,0,0,95.16999999999999
Male,0,No,No,64,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,36.08,2309.12,loyal,2,1,36.08
Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.38,3149.42,loyal,2,1,53.38
Male,0,No,No,49,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.38,1194.62,loyal,2,0,24.38
